	event_type	country	admin1	admin2	event_date	iso3
4888	Strategic developments	South Sudan	Lakes	Yirol West	2021-07	SSD
4889	Riots	Kenya	Kajiado	Kajiado Central	2021-07	KEN
4890	Protests	Uganda	Central	Kampala	2021-07	UGA
4892	Protests	Uganda	Central	Kampala	2021-07	UGA
4893	Battles	Somalia	Mudug	Gaalkacyo	2021-07	SOM
4894	Battles	Somalia	Mudug	Xarardheere	2021-07	SOM
4895	Violence against civilians	South Sudan	Lakes	Cueibet	2021-07	SSD
4896	Explosions/Remote violence	Somalia	Hiraan	Bulo Burto	2021-07	SOM
4897	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4898	Riots	Uganda	Western	Hoima	2021-07	UGA
4899	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-07	SOM
4900	Violence against civilians	Somalia	Banadir	Banadir	2021-07	SOM
4901	Explosions/Remote violence	Somalia	Gedo	Ceel Waaq	2021-07	SOM
4902	Battles	Somalia	Bakool	Xudur	2021-07	SOM
4903	Battles	Somalia	Gedo	Baardheere	2021-07	SOM
4904	Battles	Somalia	Bay	Diinsoor	2021-07	SOM
4905	Battles	Somalia	Mudug	Gaalkacyo	2021-07	SOM
4906	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4907	Explosions/Remote violence	South Sudan	Northern Bahr el Ghazal	Aweil East	2021-07	SSD
4909	Violence against civilians	South Sudan	Central Equatoria	Juba	2021-07	SSD
4912	Protests	Uganda	Central	Wakiso	2021-07	UGA
4913	Protests	Uganda	Central	Bukomansimbi	2021-07	UGA
4915	Protests	Uganda	Central	Kampala	2021-07	UGA
4916	Battles	Kenya	Marsabit	Saku	2021-07	KEN
4917	Battles	Uganda	Northern	Moroto	2021-07	UGA
4918	Protests	Uganda	Central	Kampala	2021-07	UGA
4919	Battles	Somalia	Gedo	Luuq	2021-07	SOM
4920	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4921	Battles	Somalia	Lower Shabelle	Qoryooley	2021-07	SOM
4922	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4923	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4924	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-07	SOM
4925	Protests	Uganda	Northern	Kitgum	2021-07	UGA
4926	Riots	Uganda	Eastern	Busia	2021-07	UGA
4927	Riots	Uganda	Central	Wakiso	2021-07	UGA
4928	Riots	Uganda	Northern	Adjumani	2021-07	UGA
4930	Battles	Somalia	Gedo	Garbahaarey	2021-07	SOM
4932	Battles	South Sudan	Unity	Mayom	2021-07	SSD
4934	Violence against civilians	Uganda	Western	Kabale	2021-07	UGA
4935	Riots	Uganda	Western	Kakumiro	2021-07	UGA
4939	Protests	Uganda	Central	Wakiso	2021-07	UGA
4940	Protests	Uganda	Northern	Adjumani	2021-07	UGA
4941	Battles	Somalia	Hiraan	Belet Weyne	2021-07	SOM
4942	Battles	Somalia	Galgaduud	Dhuusamarreeb	2021-07	SOM
4945	Battles	Somalia	Bay	Diinsoor	2021-07	SOM
4946	Battles	Somalia	Gedo	Baardheere	2021-07	SOM
4947	Violence against civilians	Kenya	Elgeyo-Marakwet	Keiyo North	2021-07	KEN
4948	Strategic developments	Kenya	Elgeyo-Marakwet	Keiyo North	2021-07	KEN
4949	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4950	Explosions/Remote violence	Somalia	Bay	Baydhaba	2021-07	SOM
4951	Explosions/Remote violence	Somalia	Gedo	Baardheere	2021-07	SOM
4952	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-07	SOM
4953	Violence against civilians	Uganda	Eastern	Mbale	2021-07	UGA
4954	Riots	Uganda	Northern	Omoro	2021-07	UGA
4955	Violence against civilians	Uganda	Eastern	Soroti	2021-07	UGA
4957	Battles	Somalia	Middle Shabelle	Cadale	2021-07	SOM
4958	Battles	South Sudan	Upper Nile	Ulang	2021-07	SSD
4959	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4960	Protests	Uganda	Central	Buikwe	2021-07	UGA
4961	Protests	Ethiopia	Somali	Fafan	2021-07	ETH
4962	Violence against civilians	South Sudan	Unity	Pariang	2021-07	SSD
4963	Riots	South Sudan	Eastern Equatoria	Lafon	2021-07	SSD
4964	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4966	Riots	Kenya	Kitui	Mwingi East	2021-07	KEN
4967	Violence against civilians	Kenya	Elgeyo-Marakwet	Keiyo North	2021-07	KEN
4968	Battles	Somalia	Bakool	Xudur	2021-07	SOM
4969	Battles	Somalia	Bakool	Waajid	2021-07	SOM
4970	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4971	Battles	Somalia	Bay	Qansax Dheere	2021-07	SOM
4972	Violence against civilians	Somalia	Nugaal	Garoowe	2021-07	SOM
4973	Explosions/Remote violence	Somalia	Bay	Baydhaba	2021-07	SOM
4974	Violence against civilians	Somalia	Middle Shabelle	Jowhar	2021-07	SOM
4975	Violence against civilians	Uganda	Western	Isingiro	2021-07	UGA
4976	Protests	Uganda	Northern	Arua	2021-07	UGA
4977	Riots	Uganda	Northern	Nwoya	2021-07	UGA
4979	Battles	South Sudan	Upper Nile	Ulang	2021-07	SSD
4980	Violence against civilians	Ethiopia	Oromia	Horo Gudru Wellega	2021-07	ETH
4981	Violence against civilians	Ethiopia	Oromia	West Shewa	2021-07	ETH
4983	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-07	SOM
4984	Strategic developments	Somalia	Galgaduud	Dhuusamarreeb	2021-07	SOM
4985	Riots	Uganda	Eastern	Mbale	2021-07	UGA
4986	Riots	Uganda	Eastern	Mbale	2021-07	UGA
4988	Protests	Kenya	Isiolo	Isiolo North	2021-07	KEN
4991	Battles	Somalia	Lower Juba	Badhaadhe	2021-07	SOM
4992	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-07	SOM
4993	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-07	SOM
4994	Battles	Somalia	Lower Shabelle	Marka	2021-07	SOM
4995	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4996	Explosions/Remote violence	Somalia	Bay	Baydhaba	2021-07	SOM
4997	Battles	Somalia	Bay	Baydhaba	2021-07	SOM
4998	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4999	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
5005	Violence against civilians	South Sudan	Lakes	Yirol West	2021-07	SSD
5007	Battles	Uganda	Central	Kampala	2021-07	UGA
5008	Protests	Uganda	Northern	Moroto	2021-07	UGA
5009	Protests	Uganda	Western	Kabale	2021-07	UGA
5010	Protests	Uganda	Central	Kampala	2021-07	UGA
5011	Battles	Uganda	Central	Kampala	2021-07	UGA
5012	Explosions/Remote violence	Ethiopia	Amhara	North Gondar	2021-07	ETH
5014	Protests	South Sudan	Eastern Equatoria	Torit	2021-07	SSD
5015	Battles	Somalia	Lower Juba	Kismaayo	2021-07	SOM
5016	Battles	Somalia	Lower Juba	Badhaadhe	2021-07	SOM
5017	Violence against civilians	Somalia	Lower Juba	Afmadow	2021-07	SOM
5018	Protests	Uganda	Northern	Kitgum	2021-07	UGA
5019	Violence against civilians	Uganda	Northern	Moroto	2021-07	UGA
5020	Riots	Uganda	Central	Nakaseke	2021-07	UGA
5021	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-07	SOM
5022	Strategic developments	South Sudan	Unity	Koch	2021-07	SSD
5023	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2021-07	SOM
5024	Violence against civilians	Somalia	Mudug	Galdogob	2021-07	SOM
5025	Strategic developments	Somalia	Middle Shabelle	Jowhar	2021-07	SOM
5026	Riots	Uganda	Northern	Adjumani	2021-07	UGA
5027	Violence against civilians	South Sudan	Jonglei	Pibor	2021-07	SSD
5028	Violence against civilians	South Sudan	Lakes	Rumbek Centre	2021-07	SSD
5029	Battles	Ethiopia	Tigray	Western	2021-07	ETH
5031	Violence against civilians	Somalia	Middle Juba	Jilib	2021-06	SOM
5032	Violence against civilians	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5033	Violence against civilians	South Sudan	Northern Bahr el Ghazal	Aweil North	2021-06	SSD
5034	Protests	Uganda	Central	Kampala	2021-06	UGA
5035	Violence against civilians	Somalia	Bay	Baydhaba	2021-06	SOM
5036	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5037	Protests	South Sudan	Eastern Equatoria	Torit	2021-06	SSD
5040	Violence against civilians	South Sudan	Eastern Equatoria	Torit	2021-06	SSD
5041	Violence against civilians	South Sudan	Eastern Equatoria	Torit	2021-06	SSD
5042	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5043	Battles	Kenya	Garissa	Dadaab	2021-06	KEN
5044	Riots	Uganda	Northern	Koboko	2021-06	UGA
5045	Violence against civilians	Ethiopia	Tigray	Southern	2021-06	ETH
5046	Violence against civilians	Ethiopia	Tigray	Mekelle	2021-06	ETH
5047	Violence against civilians	Ethiopia	Tigray	Southern	2021-06	ETH
5050	Battles	South Sudan	Lakes	Yirol West	2021-06	SSD
5051	Violence against civilians	South Sudan	Unity	Rubkona	2021-06	SSD
5052	Violence against civilians	Uganda	Central	Kampala	2021-06	UGA
5053	Protests	Uganda	Central	Kampala	2021-06	UGA
5054	Protests	Uganda	Central	Wakiso	2021-06	UGA
5055	Violence against civilians	Uganda	Central	Kampala	2021-06	UGA
5056	Battles	Somalia	Lower Juba	Afmadow	2021-06	SOM
5057	Battles	Somalia	Bay	Diinsoor	2021-06	SOM
5058	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5059	Violence against civilians	Somalia	Banadir	Banadir	2021-06	SOM
5060	Protests	Uganda	Northern	Arua	2021-06	UGA
5061	Battles	Uganda	Western	Ibanda	2021-06	UGA
5062	Protests	Uganda	Western	Kabale	2021-06	UGA
5063	Violence against civilians	Somalia	Lower Juba	Badhaadhe	2021-06	SOM
5064	Explosions/Remote violence	Somalia	Bari	Qandala	2021-06	SOM
5065	Battles	South Sudan	Eastern Equatoria	Torit	2021-06	SSD
5066	Strategic developments	South Sudan	Warrap	Twic	2021-06	SSD
5067	Battles	South Sudan	Jonglei	Pibor	2021-06	SSD
5068	Protests	Uganda	Central	Kampala	2021-06	UGA
5069	Riots	Uganda	Central	Kayunga	2021-06	UGA
5070	Protests	Uganda	Central	Kampala	2021-06	UGA
5071	Protests	Uganda	Eastern	Bududa	2021-06	UGA
5072	Violence against civilians	Somalia	Middle Juba	Jilib	2021-06	SOM
5073	Violence against civilians	Somalia	Bay	Buur Hakaba	2021-06	SOM
5074	Strategic developments	Somalia	Mudug	Hobyo	2021-06	SOM
5077	Riots	Kenya	Kisii	Kitutu Chache North	2021-06	KEN
5078	Battles	Somalia	Lower Shabelle	Afgooye	2021-06	SOM
5079	Explosions/Remote violence	Somalia	Lower Shabelle	Qoryooley	2021-06	SOM
5080	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5081	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5082	Battles	Somalia	Bakool	Xudur	2021-06	SOM
5083	Battles	Somalia	Lower Shabelle	Qoryooley	2021-06	SOM
5084	Violence against civilians	Somalia	Mudug	Gaalkacyo	2021-06	SOM
5085	Violence against civilians	Somalia	Bay	Baydhaba	2021-06	SOM
5086	Explosions/Remote violence	Somalia	Bakool	Waajid	2021-06	SOM
5087	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5088	Violence against civilians	Somalia	Nugaal	Garoowe	2021-06	SOM
5089	Protests	Uganda	Central	Masaka	2021-06	UGA
5090	Riots	Uganda	Eastern	Kapchorwa	2021-06	UGA
5091	Protests	Uganda	Eastern	Busia	2021-06	UGA
5092	Protests	Uganda	Eastern	Jinja	2021-06	UGA
5093	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5094	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5095	Violence against civilians	Uganda	Northern	Nwoya	2021-06	UGA
5096	Protests	Ethiopia	Somali	Fafan	2021-06	ETH
5097	Riots	Ethiopia	Dire Dawa	Dire Dawa urban	2021-06	ETH
5099	Strategic developments	Ethiopia	Tigray	Mekelle	2021-06	ETH
5100	Battles	Ethiopia	Tigray	Mekelle	2021-06	ETH
5101	Strategic developments	Ethiopia	Tigray	Eastern	2021-06	ETH
5102	Strategic developments	Ethiopia	Tigray	Central	2021-06	ETH
5103	Strategic developments	Ethiopia	Tigray	Central	2021-06	ETH
5104	Strategic developments	Ethiopia	Tigray	North Western	2021-06	ETH
5106	Violence against civilians	Somalia	Middle Juba	Saakow	2021-06	SOM
5107	Battles	Somalia	Lower Shabelle	Afgooye	2021-06	SOM
5108	Violence against civilians	Kenya	Kisii	Kitutu Chache North	2021-06	KEN
5109	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5110	Violence against civilians	Somalia	Galgaduud	Cabudwaaq	2021-06	SOM
5111	Battles	Somalia	Mudug	Hobyo	2021-06	SOM
5113	Strategic developments	Uganda	Northern	Kaabong	2021-06	UGA
5114	Violence against civilians	South Sudan	Western Equatoria	Nagero	2021-06	SSD
5116	Battles	Ethiopia	Tigray	Eastern	2021-06	ETH
5117	Battles	Ethiopia	Tigray	Eastern	2021-06	ETH
5118	Battles	Ethiopia	Tigray	Eastern	2021-06	ETH
5119	Battles	Ethiopia	Tigray	North Western	2021-06	ETH
5122	Violence against civilians	Uganda	Eastern	Butaleja	2021-06	UGA
5123	Riots	Uganda	Western	Rukiga	2021-06	UGA
5124	Protests	Uganda	Eastern	Jinja	2021-06	UGA
5125	Explosions/Remote violence	Somalia	Gedo	Doolow	2021-06	SOM
5126	Battles	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5128	Explosions/Remote violence	Somalia	Bakool	Xudur	2021-06	SOM
5129	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-06	SOM
5130	Battles	Somalia	Lower Shabelle	Afgooye	2021-06	SOM
5131	Battles	Somalia	Bakool	Xudur	2021-06	SOM
5132	Battles	Somalia	Lower Shabelle	Afgooye	2021-06	SOM
5133	Strategic developments	Somalia	Middle Shabelle	Balcad	2021-06	SOM
5134	Battles	Somalia	Lower Shabelle	Afgooye	2021-06	SOM
5135	Strategic developments	Somalia	Awdal	Borama	2021-06	SOM
5136	Battles	Somalia	Bakool	Xudur	2021-06	SOM
5137	Explosions/Remote violence	Somalia	Bari	Qandala	2021-06	SOM
5139	Violence against civilians	South Sudan	Lakes	Rumbek Centre	2021-06	SSD
5140	Violence against civilians	Ethiopia	Oromia	West Shewa	2021-06	ETH
5141	Protests	Uganda	Central	Kampala	2021-06	UGA
5142	Protests	Uganda	Eastern	Jinja	2021-06	UGA
5143	Protests	Uganda	Central	Kampala	2021-06	UGA
5144	Protests	Uganda	Western	Hoima	2021-06	UGA
5145	Protests	Uganda	Northern	Arua	2021-06	UGA
5146	Riots	Uganda	Western	Mbarara	2021-06	UGA
5147	Riots	Uganda	Western	Mbarara	2021-06	UGA
5148	Violence against civilians	Somalia	Banadir	Banadir	2021-06	SOM
5149	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5152	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5153	Battles	Somalia	Bakool	Waajid	2021-06	SOM
5154	Battles	Somalia	Bay	Baydhaba	2021-06	SOM
5155	Battles	Somalia	Middle Shabelle	Balcad	2021-06	SOM
5156	Explosions/Remote violence	Somalia	Bay	Baydhaba	2021-06	SOM
5161	Riots	Uganda	Northern	Agago	2021-06	UGA
5162	Protests	Uganda	Northern	Oyam	2021-06	UGA
5163	Riots	Uganda	Central	Ssembabule	2021-06	UGA
5164	Violence against civilians	Ethiopia	Oromia	West Hararge	2021-06	ETH
5166	Riots	Uganda	Western	Kikuube	2021-06	UGA
5167	Protests	Somalia	Banadir	Banadir	2021-06	SOM
5168	Protests	Uganda	Northern	Lira	2021-06	UGA
5170	Strategic developments	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5171	Strategic developments	South Sudan	Jonglei	Twic East	2021-06	SSD
5172	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5173	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-06	SOM
5174	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-06	SOM
5175	Violence against civilians	Somalia	Hiraan	Belet Weyne	2021-06	SOM
5176	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5177	Battles	Somalia	Lower Shabelle	Afgooye	2021-06	SOM
5178	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-06	SOM
5179	Violence against civilians	Ethiopia	Tigray	Central	2021-06	ETH
5182	Protests	South Sudan	Jonglei	Bor South	2021-06	SSD
5184	Battles	Kenya	Kwale	Matuga	2021-06	KEN
5185	Battles	Kenya	Mandera	Mandera East	2021-06	KEN
5186	Violence against civilians	Somalia	Hiraan	Belet Weyne	2021-06	SOM
5187	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5188	Protests	Uganda	Central	Kampala	2021-06	UGA
5189	Violence against civilians	Uganda	Central	Luwero	2021-06	UGA
5190	Protests	Uganda	Central	Wakiso	2021-06	UGA
5191	Riots	Kenya	Kirinyaga	Mwea	2021-06	KEN
5194	Violence against civilians	Uganda	Central	Kampala	2021-06	UGA
5195	Protests	Uganda	Central	Kampala	2021-06	UGA
5196	Battles	South Sudan	Eastern Equatoria	Torit	2021-06	SSD
5197	Battles	South Sudan	Eastern Equatoria	Ikotos	2021-06	SSD
5198	Battles	South Sudan	Lakes	Rumbek East	2021-06	SSD
5199	Violence against civilians	Kenya	Mandera	Mandera East	2021-06	KEN
5200	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5201	Battles	Somalia	Bay	Baydhaba	2021-06	SOM
5202	Riots	Uganda	Eastern	Jinja	2021-06	UGA
5203	Violence against civilians	Uganda	Central	Luwero	2021-06	UGA
5204	Battles	Somalia	Middle Shabelle	Balcad	2021-06	SOM
5205	Riots	Uganda	Northern	Oyam	2021-06	UGA
5208	Violence against civilians	Ethiopia	Tigray	Mekelle	2021-06	ETH
5209	Explosions/Remote violence	Ethiopia	Tigray	Eastern	2021-06	ETH
5210	Explosions/Remote violence	Ethiopia	Tigray	Mekelle	2021-06	ETH
5211	Battles	Ethiopia	Tigray	North Western	2021-06	ETH
5212	Battles	Ethiopia	Tigray	Central	2021-06	ETH
5213	Battles	Ethiopia	Tigray	Southern	2021-06	ETH
5214	Violence against civilians	Ethiopia	Oromia	Horo Gudru Wellega	2021-06	ETH
5215	Battles	Kenya	Mandera	Mandera East	2021-06	KEN
5217	Battles	Somalia	Bay	Baydhaba	2021-06	SOM
5218	Battles	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5219	Violence against civilians	Somalia	Banadir	Banadir	2021-06	SOM
5220	Battles	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5221	Strategic developments	Uganda	Western	Ntoroko	2021-06	UGA
5222	Explosions/Remote violence	Ethiopia	Tigray	South Eastern	2021-06	ETH
5223	Violence against civilians	Ethiopia	Tigray	South Eastern	2021-06	ETH
5224	Battles	Uganda	Northern	Napak	2021-06	UGA
5225	Battles	South Sudan	Central Equatoria	Juba	2021-06	SSD
5226	Riots	South Sudan	Lakes	Rumbek East	2021-06	SSD
5227	Battles	Kenya	Nakuru	Bahati	2021-06	KEN
5228	Riots	Somalia	Woqooyi Galbeed	Gebiley	2021-06	SOM
5229	Battles	Somalia	Lower Shabelle	Afgooye	2021-06	SOM
5230	Protests	Uganda	Western	Isingiro	2021-06	UGA
5231	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5233	Violence against civilians	South Sudan	Warrap	Gogrial East	2021-06	SSD
5234	Battles	Somalia	Lower Juba	Afmadow	2021-06	SOM
5237	Strategic developments	South Sudan	Upper Nile	Manyo	2021-06	SSD
5238	Battles	South Sudan	Western Equatoria	Tambura	2021-06	SSD
5240	Battles	Ethiopia	Tigray	Eastern	2021-06	ETH
5241	Violence against civilians	Kenya	Mandera	Mandera North	2021-06	KEN
5242	Violence against civilians	Kenya	Mandera	Mandera North	2021-06	KEN
5243	Violence against civilians	Somalia	Hiraan	Belet Weyne	2021-06	SOM
5244	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5245	Violence against civilians	Somalia	Banadir	Banadir	2021-06	SOM
5246	Battles	South Sudan	Lakes	Cueibet	2021-06	SSD
5247	Riots	Uganda	Central	Buikwe	2021-06	UGA
5248	Riots	Uganda	Central	Mukono	2021-06	UGA
5249	Protests	Uganda	Central	Kampala	2021-06	UGA
5250	Protests	Uganda	Eastern	Jinja	2021-06	UGA
5251	Riots	Kenya	Kitui	Mwingi North	2021-06	KEN
5252	Violence against civilians	Ethiopia	Amhara	West Gojam	2021-06	ETH
5253	Violence against civilians	Ethiopia	Amhara	East Gojam	2021-06	ETH
5254	Violence against civilians	Ethiopia	Amhara	West Gojam	2021-06	ETH
5255	Battles	Ethiopia	Oromia	West Hararge	2021-06	ETH
5256	Protests	Uganda	Northern	Arua	2021-06	UGA
5257	Battles	Somalia	Hiraan	Belet Weyne	2021-06	SOM
5258	Strategic developments	South Sudan	Jonglei	Pochalla	2021-06	SSD
5260	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5261	Battles	Somalia	Lower Shabelle	Marka	2021-06	SOM
5262	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5263	Riots	Uganda	Central	Luwero	2021-06	UGA
5264	Riots	Uganda	Northern	Oyam	2021-06	UGA
5265	Battles	South Sudan	Western Equatoria	Tambura	2021-06	SSD
5266	Battles	South Sudan	Western Equatoria	Tambura	2021-06	SSD
5267	Violence against civilians	Uganda	Northern	Gulu	2021-06	UGA
5268	Battles	Ethiopia	Oromia	North Shewa (OR)	2021-06	ETH
5269	Violence against civilians	South Sudan	Jonglei	Uror	2021-06	SSD
5270	Violence against civilians	Kenya	Isiolo	Isiolo North	2021-06	KEN
5271	Riots	Kenya	Elgeyo-Marakwet	Marakwet East	2021-06	KEN
5272	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-06	SOM
5273	Battles	Somalia	Mudug	Gaalkacyo	2021-06	SOM
5274	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5275	Violence against civilians	South Sudan	Upper Nile	Luakpiny/Nasir	2021-06	SSD
5276	Battles	Ethiopia	Amhara	North Gondar	2021-06	ETH
5277	Violence against civilians	Uganda	Western	Ibanda	2021-06	UGA
5278	Violence against civilians	Kenya	Isiolo	Isiolo North	2021-06	KEN
5279	Battles	Ethiopia	Oromia	West Guji	2021-06	ETH
5280	Battles	Somalia	Bay	Diinsoor	2021-06	SOM
5281	Violence against civilians	South Sudan	Eastern Equatoria	Torit	2021-06	SSD
5282	Riots	Uganda	Western	Kakumiro	2021-06	UGA
5283	Violence against civilians	Somalia	Mudug	Hobyo	2021-06	SOM
5284	Riots	Uganda	Northern	Amuru	2021-06	UGA
5285	Battles	Ethiopia	Somali	Siti	2021-06	ETH
5286	Violence against civilians	Uganda	Eastern	Busia	2021-06	UGA
5288	Battles	South Sudan	Upper Nile	Luakpiny/Nasir	2021-06	SSD
5289	Battles	South Sudan	Upper Nile	Luakpiny/Nasir	2021-06	SSD
5290	Battles	Somalia	Bay	Diinsoor	2021-06	SOM
5291	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5292	Violence against civilians	Somalia	Banadir	Banadir	2021-06	SOM
5293	Protests	Uganda	Central	Kampala	2021-06	UGA
5294	Violence against civilians	Kenya	Kirinyaga	Mwea	2021-06	KEN
5295	Violence against civilians	Ethiopia	SNNP	Konso	2021-06	ETH
5296	Violence against civilians	Ethiopia	Oromia	East Wellega	2021-06	ETH
5301	Violence against civilians	Kenya	Lamu	Lamu West	2021-06	KEN
5302	Violence against civilians	Kenya	Nairobi	Starehe	2021-06	KEN
5303	Battles	Somalia	Bakool	Xudur	2021-06	SOM
5304	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5305	Battles	Somalia	Lower Shabelle	Afgooye	2021-06	SOM
5306	Violence against civilians	Uganda	Northern	Gulu	2021-06	UGA
5307	Violence against civilians	Uganda	Northern	Abim	2021-06	UGA
5310	Violence against civilians	South Sudan	Lakes	Rumbek Centre	2021-06	SSD
5311	Battles	Ethiopia	Tigray	Central	2021-06	ETH
5314	Riots	Uganda	Western	Kasese	2021-06	UGA
5315	Protests	Uganda	Eastern	Kaliro	2021-06	UGA
5316	Protests	Uganda	Central	Kampala	2021-06	UGA
5317	Violence against civilians	Ethiopia	Benishangul Gumz	Metekel	2021-06	ETH
5318	Battles	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5319	Protests	Uganda	Northern	Arua	2021-06	UGA
5320	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5321	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-06	SOM
5322	Violence against civilians	Uganda	Northern	Dokolo	2021-06	UGA
5324	Riots	South Sudan	Eastern Equatoria	Magwi	2021-06	SSD
5325	Violence against civilians	South Sudan	Eastern Equatoria	Ikotos	2021-06	SSD
5326	Strategic developments	Somalia	Bakool	Xudur	2021-06	SOM
5327	Violence against civilians	Somalia	Bakool	Xudur	2021-06	SOM
5328	Battles	Somalia	Banadir	Banadir	2021-06	SOM
5329	Battles	South Sudan	Western Equatoria	Tambura	2021-06	SSD
5330	Strategic developments	South Sudan	Jonglei	Duk	2021-06	SSD
5331	Battles	Ethiopia	Tigray	Central	2021-06	ETH
5332	Violence against civilians	Ethiopia	Oromia	West Shewa	2021-06	ETH
5335	Protests	Uganda	Central	Kampala	2021-06	UGA
